"id","attrition_flag","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio"
9114,0,44,"M","Graduate","$80K - $120K",3,2,19430,0,1.012,3650,80,0.633,0
4294,0,39,"M","High School","$120K +",4,2,3250,1698,0.767,2006,58,0.568,0.522
9499,0,46,"M","High School","$120K +",5,3,19727,1785,0.572,1245,25,0.786,0.09
4014,0,26,"F","Unknown","Unknown",3,4,5464,0,0.7,2473,46,0.484,0
1055,0,34,"M","Uneducated","$60K - $80K",3,1,8167,1740,1.455,2141,51,0.7,0.213
8095,0,57,"M","Graduate","$60K - $80K",4,3,8466,1886,0.56,1342,32,0.391,0.223
8067,0,44,"F","High School","Less than $40K",3,3,5362,1984,0.664,3851,87,0.642,0.37
603,0,57,"M","Unknown","$120K +",5,1,5612,1884,0.77,4734,83,0.886,0.336
4952,0,50,"M","Uneducated","$80K - $120K",1,2,19000,2389,0.81,7664,74,0.721,0.126
5572,0,26,"F","Unknown","Unknown",4,2,2600,1876,0.606,2625,45,0.364,0.722
6480,0,52,"M","High School","$60K - $80K",3,3,14973,0,0.706,4288,72,0.6,0
1070,0,43,"M","Graduate","$80K - $120K",3,1,3244,2260,0.711,2313,39,0.857,0.697
3641,0,43,"M","College","$80K - $120K",5,2,14566,1045,0.417,4480,77,0.791,0.072
6847,0,52,"F","High School","Less than $40K",1,2,5240,2517,0.78,14161,105,0.875,0.48
4640,0,53,"M","College","$80K - $120K",4,2,1575,0,1.32,4241,77,0.974,0
4170,0,51,"F","Post-Graduate","Less than $40K",5,3,5881,2005,0.659,1931,56,0.806,0.341
9147,0,50,"M","Uneducated","$120K +",4,3,23911,2100,0.988,4770,89,0.712,0.088
6919,0,65,"F","Unknown","Unknown",5,3,15965,2312,0.59,1619,40,0.538,0.145
8587,0,61,"M","Uneducated","$80K - $120K",2,1,5362,1274,1.015,1876,41,0.783,0.238
8172,0,58,"M","Post-Graduate","$80K - $120K",4,2,3742,2517,0.75,16401,121,0.806,0.673
3473,0,38,"F","Graduate","Less than $40K",5,1,9874,1059,0.664,4369,70,0.707,0.107
2099,0,39,"M","Doctorate","$60K - $80K",3,1,3537,2517,1.021,1605,43,0.344,0.712
8750,0,26,"F","Unknown","Less than $40K",4,3,2557,1990,0.575,2266,57,0.357,0.778
7694,0,43,"F","College","Less than $40K",3,1,1438.3,0,0.83,4482,54,0.636,0
1192,0,49,"F","Uneducated","Less than $40K",5,1,2189,1860,0.834,4195,81,0.653,0.85
8715,0,29,"M","Unknown","$60K - $80K",3,3,6224,1092,0.919,2222,39,0.56,0.175
2581,0,52,"F","College","Unknown",3,3,10431,2163,0.64,4598,69,0.865,0.207
1119,0,51,"M","College","$40K - $60K",2,3,4436,2222,0.731,4460,85,0.771,0.501
5946,0,57,"F","High School","Unknown",6,1,8362,0,0.528,1175,41,0.464,0
9719,0,35,"F","High School","Less than $40K",4,3,1476,0,0.592,4279,76,0.767,0
4345,0,47,"F","High School","Unknown",5,4,8440,2087,0.804,4161,74,0.644,0.247
5803,1,59,"M","Uneducated","$40K - $60K",4,5,2699,2422,0.773,2599,43,0.433,0.897
9215,0,32,"M","High School","Less than $40K",4,2,3568,2175,1.368,1913,35,0.667,0.61
4260,0,47,"F","Unknown","Less than $40K",4,2,1438.3,0,1.001,3511,64,0.882,0
1187,0,50,"F","Graduate","Less than $40K",1,1,3287,2517,0.586,4148,83,0.66,0.766
9625,0,36,"F","High School","Less than $40K",3,1,1438.3,0,1.028,1975,40,0.6,0
4716,0,60,"F","Uneducated","$40K - $60K",4,3,2676,1740,0.735,3863,69,0.725,0.65
5167,0,50,"F","High School","Less than $40K",1,1,4517,2238,0.625,4686,81,0.761,0.495
9370,0,41,"F","High School","Unknown",5,2,9139,1620,0.773,4675,78,1.108,0.177
3027,0,49,"M","High School","$60K - $80K",4,3,1438.3,535,0.678,3016,80,0.739,0.372
3638,0,48,"F","Graduate","Less than $40K",4,6,1930,0,0.815,5033,87,0.582,0
1530,0,43,"M","Graduate","$60K - $80K",4,3,21585,986,0.631,3789,70,0.75,0.046
4367,0,43,"F","Uneducated","$40K - $60K",4,1,1773,882,0.68,5400,84,0.615,0.497
9826,0,43,"M","High School","$80K - $120K",4,2,28262,1483,0.668,3855,66,0.61,0.052
9975,0,28,"M","Uneducated","$60K - $80K",6,3,16604,1716,1.025,2580,61,0.649,0.103
5669,0,50,"F","Graduate","Less than $40K",3,1,4143,1888,0.561,3940,74,0.805,0.456
3687,0,38,"F","High School","Less than $40K",4,3,2420,676,0.782,3770,76,0.81,0.279
6745,0,39,"F","Unknown","Less than $40K",5,3,3156,2095,1.281,2739,56,0.75,0.664
8948,1,43,"M","Uneducated","$60K - $80K",2,3,14447,0,0.856,915,29,2.222,0
6041,0,54,"F","Graduate","Less than $40K",3,1,2191,1655,1.008,4961,71,0.821,0.755
3009,0,44,"F","Uneducated","Less than $40K",1,2,5594,1235,0.549,5220,75,0.829,0.221
4598,0,46,"M","Graduate","$80K - $120K",4,2,8916,0,0.631,2773,62,0.676,0
5163,0,55,"M","Post-Graduate","$80K - $120K",6,2,21351,2517,0.818,1887,32,0.882,0.118
5545,0,46,"M","Graduate","$40K - $60K",4,3,1610,0,0.689,4958,87,0.776,0
5896,0,65,"F","High School","Less than $40K",3,3,1438.3,747,0.491,948,24,0.714,0.519
7177,0,38,"M","Unknown","$80K - $120K",4,1,19259,2266,0.92,1388,27,0.929,0.118
917,0,31,"F","Graduate","Less than $40K",3,3,2917,2127,1.074,1831,36,1,0.729
9751,0,54,"M","Unknown","$60K - $80K",4,3,6348,798,1.042,4135,71,0.972,0.126
3192,1,42,"F","High School","$40K - $60K",6,3,1585,1381,0.706,2360,40,0.379,0.871
4520,0,32,"M","High School","$40K - $60K",6,3,2235,1638,0.912,2905,56,0.806,0.733
10117,0,54,"M","Graduate","$80K - $120K",6,2,15108,1288,0.684,3713,65,0.512,0.085
6901,0,33,"M","High School","$80K - $120K",6,2,1630,0,0.605,4426,91,0.784,0
7619,1,45,"M","Graduate","$80K - $120K",3,3,3728,0,0.358,1632,42,0.448,0
4269,1,48,"F","Unknown","Less than $40K",5,2,1438.3,0,0.5,1897,58,0.706,0
6621,0,48,"M","Graduate","$120K +",4,2,24931,1353,0.612,5031,79,0.646,0.054
9736,0,56,"M","Uneducated","$120K +",4,3,16254,1518,1.256,2502,55,0.571,0.093
26,0,44,"F","Graduate","Less than $40K",5,2,2368,1244,0.935,4289,71,0.868,0.525
8346,0,46,"F","Unknown","$40K - $60K",6,3,16985,968,0.455,2961,56,0.647,0.057
3742,0,53,"F","College","Unknown",3,1,17054,0,0.673,4659,72,0.6,0
3189,1,54,"F","Post-Graduate","Less than $40K",1,4,8516,0,0.549,2189,37,0.276,0
9896,0,49,"F","Unknown","Less than $40K",3,1,2454,2060,0.804,3777,75,0.596,0.839
819,0,51,"F","High School","Less than $40K",2,4,3068,2071,0.854,5524,71,0.972,0.675
5837,0,37,"M","High School","$60K - $80K",6,2,2253,1667,0.884,1641,45,0.667,0.74
6877,0,39,"M","High School","$60K - $80K",6,2,2583,0,0.781,4162,87,0.812,0
1508,1,50,"M","Doctorate","$120K +",6,3,34516,0,0.771,2573,55,0.719,0
8025,0,39,"F","Graduate","$40K - $60K",6,4,13984,632,0.702,4727,83,0.66,0.045
322,0,46,"M","Graduate","$60K - $80K",6,3,18821,774,0.586,4402,75,0.562,0.041
4914,0,37,"F","Graduate","Less than $40K",5,2,8444,1945,0.703,2497,74,0.609,0.23
1102,0,58,"F","Unknown","Less than $40K",2,1,3603,1465,0.63,14235,101,0.656,0.407
7964,0,56,"M","Graduate","Less than $40K",3,2,3057,1077,0.934,4449,77,0.878,0.352
7333,0,63,"M","Graduate","$40K - $60K",4,2,6500,1786,0.524,1497,27,0.35,0.275
2479,0,46,"M","Graduate","$60K - $80K",3,2,3429,0,0.637,4591,85,0.771,0
9191,0,39,"F","Graduate","Less than $40K",3,3,2077,0,0.59,3647,69,0.917,0
9173,0,28,"F","Graduate","Unknown",3,3,32024,1232,1.04,2507,64,0.882,0.038
8371,1,56,"F","Graduate","$40K - $60K",2,4,2339,0,0.493,1542,45,0.607,0
4026,0,57,"M","Graduate","$80K - $120K",6,3,17925,1909,0.712,17498,111,0.82,0.106
5579,1,43,"M","High School","$80K - $120K",2,3,10588,503,0.918,7886,70,0.75,0.048
5854,0,50,"F","Graduate","Less than $40K",6,2,3125,1928,0.412,1631,46,0.533,0.617
5562,0,46,"M","College","$60K - $80K",3,1,17673,1783,1.003,3160,59,1.36,0.101
4622,0,47,"F","Uneducated","Unknown",2,1,15155,1287,0.868,7724,79,0.58,0.085
8878,1,42,"M","Graduate","$80K - $120K",1,1,34516,781,0.803,853,12,0.091,0.023
6349,0,43,"M","College","$60K - $80K",3,5,6231,0,1.054,1448,30,0.875,0
4138,0,44,"M","Uneducated","$60K - $80K",5,2,14450,2440,1.283,1235,30,0.667,0.169
2957,0,33,"F","Uneducated","Less than $40K",5,3,8398,1875,0.727,16706,123,0.757,0.223
9095,1,41,"F","High School","Unknown",1,2,26229,0,0.504,2077,46,0.643,0
7460,1,33,"F","Graduate","Less than $40K",3,2,3202,0,1.012,2917,37,0.682,0
5841,1,46,"F","College","Less than $40K",2,3,1804,0,0.537,2077,44,0.419,0
4507,0,64,"F","Graduate","Less than $40K",3,1,5577,689,0.985,4256,70,1.121,0.124
4366,1,56,"F","Unknown","Less than $40K",1,3,1632,0,0.621,2509,47,0.424,0
4156,0,61,"F","College","Less than $40K",2,3,8283,1444,0.698,7553,104,0.529,0.174
1674,0,60,"M","Post-Graduate","$80K - $120K",3,1,30655,0,0.475,3280,78,0.625,0
7516,0,51,"M","Graduate","$120K +",2,3,34516,2452,0.707,7111,82,0.608,0.071
2110,0,29,"M","College","Unknown",6,3,3107,1720,0.661,2460,71,0.69,0.554
4475,0,60,"M","Unknown","$40K - $60K",4,3,3012,0,0.538,1315,23,0.278,0
3292,0,54,"M","High School","$80K - $120K",1,3,7773,2465,0.788,4272,69,1.029,0.317
3837,1,39,"M","Graduate","$80K - $120K",5,2,17523,0,0.424,1974,54,0.688,0
6949,0,41,"M","College","$40K - $60K",3,2,6991,1384,0.66,14994,104,0.733,0.198
9732,0,48,"F","Unknown","Unknown",4,2,7645,931,0.894,5016,73,0.622,0.122
6642,0,45,"M","High School","$60K - $80K",5,1,12691,777,1.335,1144,42,1.625,0.061
3834,0,44,"M","Graduate","$60K - $80K",5,2,3290,0,0.841,4780,84,0.615,0
1825,0,57,"M","Graduate","$80K - $120K",4,2,3038,1410,0.644,1762,34,0.7,0.464
7271,0,58,"F","Graduate","Less than $40K",1,3,2669,2048,0.725,4863,79,1.135,0.767
4887,0,44,"F","High School","Less than $40K",5,1,9235,1796,0.958,1739,42,0.448,0.194
6776,0,62,"F","Unknown","Less than $40K",4,2,1927,1319,0.672,4199,77,0.75,0.684
2447,0,51,"M","Graduate","$80K - $120K",3,2,34516,1549,0.892,15151,104,0.677,0.045
5401,0,43,"F","High School","$40K - $60K",5,1,6034,1579,0.753,4712,67,0.914,0.262
2664,1,50,"M","Unknown","$60K - $80K",4,3,7603,744,0.711,2497,42,0.273,0.098
4825,0,48,"F","High School","Unknown",1,2,2625,2517,0.702,4378,81,0.884,0.959
5499,0,38,"M","High School","$80K - $120K",6,1,34516,1140,0.815,1445,45,0.957,0.033
3598,0,43,"F","Unknown","Less than $40K",1,2,3541,1042,0.774,14511,123,0.708,0.294
1690,0,60,"F","Graduate","Unknown",2,3,13312,1974,0.898,14336,106,0.656,0.148
8504,0,43,"M","Doctorate","$80K - $120K",4,2,3676,673,0.629,14651,105,0.78,0.183
6711,0,53,"F","High School","Less than $40K",6,1,3445,1074,0.67,1074,31,0.632,0.312
5137,0,48,"F","High School","Less than $40K",1,2,1438.3,0,0.584,4236,83,0.844,0
9011,0,46,"F","Uneducated","Unknown",5,1,3818,0,0.885,4272,71,0.578,0
5294,0,38,"F","Doctorate","Less than $40K",5,2,1934,985,0.72,4019,78,0.857,0.509
6984,0,50,"F","Doctorate","Less than $40K",2,1,3449,1634,0.776,8300,94,0.469,0.474
7861,0,45,"F","Uneducated","$40K - $60K",3,2,4209,1300,0.75,16078,105,0.615,0.309
3025,0,48,"F","High School","Less than $40K",5,2,1438.3,0,0.646,4490,65,0.625,0
7819,0,54,"F","Doctorate","Less than $40K",6,1,1438.3,1120,0.817,4880,77,0.75,0.779
7466,0,48,"M","High School","$80K - $120K",5,1,11332,1647,0.542,4674,72,0.714,0.145
2053,0,51,"F","Unknown","Less than $40K",6,3,3124,2517,0.635,4716,68,0.581,0.806
8015,0,53,"F","Graduate","Less than $40K",5,2,1944,1140,0.582,4921,82,0.907,0.586
8494,0,51,"F","Graduate","Less than $40K",3,3,2429,1250,0.983,4761,99,0.707,0.515
471,0,44,"F","High School","Unknown",3,3,7632,0,0.557,4498,86,0.623,0
1578,1,61,"M","Graduate","$60K - $80K",6,2,9918,850,0.688,2485,40,0.29,0.086
7198,0,42,"M","High School","$80K - $120K",6,1,29801,1916,0.781,990,21,0.909,0.064
1318,0,56,"M","College","$120K +",6,3,27157,1547,0.487,1535,38,0.267,0.057
7224,0,41,"M","High School","$80K - $120K",4,3,23124,1746,0.807,1959,50,0.724,0.076
8539,1,40,"M","High School","$80K - $120K",2,2,18563,0,0.729,2395,45,0.552,0
9708,0,59,"M","Graduate","$40K - $60K",3,2,4241,0,0.607,1798,45,0.731,0
361,0,44,"M","Unknown","$80K - $120K",1,2,11782,2177,0.875,16605,110,0.692,0.185
7347,0,55,"M","Graduate","$120K +",3,2,8302,2517,0.661,1576,34,0.789,0.303
6131,1,44,"F","Unknown","$40K - $60K",4,3,1691,1327,0.774,2345,33,0.435,0.785
2034,0,37,"F","High School","Less than $40K",4,2,2448,1740,0.901,4087,81,0.841,0.711
6055,0,46,"M","College","$60K - $80K",3,3,4939,1296,0.911,2150,43,0.87,0.262
219,1,46,"M","Unknown","$80K - $120K",4,3,9959,0,1.049,4859,64,0.524,0
3800,0,49,"M","Unknown","$60K - $80K",1,2,18349,1209,0.738,16422,110,0.803,0.066
8382,0,41,"F","Uneducated","Less than $40K",5,3,2450,1490,0.747,3778,64,0.684,0.608
7839,1,35,"F","Graduate","Less than $40K",1,3,1678,0,0.676,2475,61,0.694,0
5426,1,62,"F","Doctorate","Less than $40K",6,3,2936,326,0.935,2692,29,0.526,0.111
3602,1,47,"M","High School","$80K - $120K",3,3,21359,0,0.551,2064,63,0.853,0
7707,0,58,"M","Unknown","$80K - $120K",6,2,3355,1878,0.725,4578,84,0.953,0.56
1163,0,31,"M","High School","$60K - $80K",1,1,32535,1722,0.856,15738,116,0.657,0.053
7779,0,36,"F","Doctorate","Less than $40K",3,2,4943,1204,0.417,4024,82,0.783,0.244
969,0,36,"M","Uneducated","$120K +",6,3,20230,798,0.592,4314,82,0.708,0.039
1313,0,61,"F","High School","Unknown",4,2,8476,0,0.675,3889,67,0.489,0
6341,0,39,"F","High School","Unknown",4,3,15370,686,0.81,4106,71,1.029,0.045
1114,0,40,"M","College","$60K - $80K",1,2,10880,2025,0.753,4957,90,0.765,0.186
7320,1,52,"F","Post-Graduate","Less than $40K",2,4,1760,0,0.046,1554,35,0.029,0
4312,1,54,"F","Graduate","Less than $40K",3,1,1438.3,306,1.035,694,15,0.364,0.213
9971,0,58,"F","High School","Less than $40K",4,1,1957,1152,0.899,4546,78,0.5,0.589
8331,1,44,"F","Uneducated","Unknown",1,3,13735,1733,0.614,1783,43,0.654,0.126
5287,0,34,"M","Graduate","Less than $40K",1,6,2669,1649,0.63,4314,74,0.609,0.618
9364,0,46,"F","Graduate","Unknown",3,3,6853,1679,0.975,3543,52,1,0.245
8311,0,42,"F","High School","Less than $40K",5,2,6848,0,0.962,4006,82,0.822,0
880,0,52,"M","Graduate","$60K - $80K",4,3,2628,2195,0.635,3608,68,0.417,0.835
8643,0,44,"F","High School","Less than $40K",5,3,8685,0,0.666,2473,56,0.6,0
9038,1,50,"F","Graduate","$40K - $60K",3,1,7191,0,0.565,1654,30,0.579,0
5123,0,62,"M","Unknown","$80K - $120K",6,1,34516,2517,0.945,3975,63,0.537,0.073
9881,0,46,"F","Unknown","Less than $40K",3,2,2424,2169,0.613,4209,76,0.767,0.895
4161,0,33,"F","Doctorate","Unknown",3,3,4651,2499,0.766,5097,79,0.795,0.537
6947,0,59,"M","High School","Less than $40K",6,3,1479,787,0.865,2139,70,0.556,0.532
9597,0,44,"M","Unknown","$60K - $80K",6,2,9827,600,0.477,2840,63,0.537,0.061
3468,0,47,"F","Graduate","Less than $40K",1,2,2761,1950,0.582,4510,88,0.66,0.706
841,0,29,"F","High School","Less than $40K",4,2,3095,1488,0.924,4642,92,0.878,0.481
582,0,48,"M","Graduate","$80K - $120K",6,1,2916,0,0.792,4336,72,0.714,0
9679,0,54,"F","Graduate","$40K - $60K",3,4,4036,1329,0.738,5315,82,0.708,0.329
147,1,52,"M","Graduate","$60K - $80K",4,1,9375,1625,0.532,2108,51,0.5,0.173
5836,0,44,"F","Unknown","Less than $40K",3,1,6472,2128,0.58,3592,66,0.833,0.329
7654,0,39,"M","Unknown","$80K - $120K",6,6,18582,794,0.717,1836,46,0.586,0.043
9477,0,58,"F","Unknown","Less than $40K",4,3,3819,1882,0.809,4533,68,0.889,0.493
2749,0,40,"M","Uneducated","$40K - $60K",4,1,21308,564,0.448,1322,38,0.652,0.026
7209,0,46,"F","Graduate","Less than $40K",4,2,3504,1698,0.575,4439,70,0.628,0.485
9440,0,37,"M","Graduate","Unknown",4,1,4397,2007,0.892,2473,47,1.136,0.456
665,0,40,"M","High School","$40K - $60K",4,3,6884,1001,0.786,975,11,0.833,0.145
8250,0,45,"F","Post-Graduate","Less than $40K",2,3,2726,2127,0.814,5578,89,0.854,0.78
7700,0,47,"M","College","$80K - $120K",3,1,8854,2382,0.67,4768,81,0.929,0.269
5685,1,49,"M","Uneducated","$40K - $60K",2,3,3893,0,0.662,1866,37,0.947,0
3829,0,48,"F","Graduate","Less than $40K",4,2,3378,0,0.58,4761,81,0.884,0
2058,1,46,"F","Graduate","Less than $40K",1,2,1438.3,0,0.35,1757,44,0.467,0
1693,0,35,"M","Graduate","$40K - $60K",6,3,16659,0,1.012,2551,74,0.609,0
897,0,33,"M","Graduate","$80K - $120K",4,1,1438.3,0,0.865,2557,55,0.618,0
6401,0,53,"F","Unknown","Less than $40K",4,2,2383,1938,0.597,1616,37,0.682,0.813
7824,0,39,"F","High School","Less than $40K",1,3,2816,2517,0.742,4817,87,0.776,0.894
5371,0,48,"M","Unknown","$80K - $120K",3,4,2713,2201,0.716,4220,79,0.612,0.811
6713,0,44,"M","Uneducated","$40K - $60K",3,3,1547,0,0.792,4348,63,0.615,0
216,0,48,"M","Graduate","$80K - $120K",3,3,31501,0,0.698,3742,75,0.786,0
4107,0,30,"M","Unknown","Less than $40K",1,3,3789,1782,0.85,15670,116,0.785,0.47
1084,0,41,"F","Graduate","Less than $40K",6,3,1959,1268,0.731,4275,61,0.649,0.647
1554,0,47,"M","Graduate","$60K - $80K",5,4,1896,1119,0.671,4028,76,0.767,0.59
3918,1,48,"F","High School","Less than $40K",1,4,8297,2517,0.899,9819,74,0.682,0.303
5336,0,56,"M","High School","$80K - $120K",2,3,8111,2051,0.999,3719,69,0.643,0.253
6333,0,47,"M","Unknown","Less than $40K",6,3,5726,834,0.569,2311,58,0.487,0.146
3476,0,48,"F","College","Less than $40K",5,3,1912,1163,0.871,4786,81,0.723,0.608
9657,0,46,"M","College","$120K +",1,2,34516,585,0.802,14319,96,0.655,0.017
2367,1,46,"F","Uneducated","Unknown",2,3,1706,0,0.726,2320,42,0.448,0
2592,0,36,"M","Graduate","$60K - $80K",3,3,7776,831,1.007,3063,87,0.891,0.107
6547,0,51,"M","Graduate","$80K - $120K",4,2,10458,0,0.587,3481,51,0.5,0
7677,0,56,"F","Post-Graduate","Less than $40K",4,2,3617,878,0.777,5416,76,0.9,0.243
577,0,48,"F","Post-Graduate","$40K - $60K",4,1,6725,493,0.72,13891,106,0.606,0.073
7031,1,45,"F","Doctorate","Less than $40K",3,2,1438.3,0,0.68,2429,38,0.652,0
4258,1,42,"M","High School","$60K - $80K",3,3,4836,493,0.417,1870,45,0.406,0.102
1013,0,33,"M","Doctorate","$40K - $60K",5,2,9371,1541,0.781,2518,67,0.971,0.164
4,0,50,"M","Doctorate","$80K - $120K",5,3,18964,2207,0.625,3835,78,0.625,0.116
1636,0,48,"F","College","Less than $40K",4,3,1438.3,0,0.743,4913,82,0.822,0
1419,0,45,"M","Graduate","$60K - $80K",6,3,19629,0,0.766,4073,79,0.881,0
1493,0,49,"F","Post-Graduate","Unknown",3,3,24904,0,0.636,5176,71,0.479,0
5041,0,37,"F","College","Less than $40K",4,2,1788,0,1.001,3511,56,0.931,0
7150,0,36,"F","College","Less than $40K",6,4,2466,1750,0.774,5005,76,0.767,0.71
5743,0,41,"F","Unknown","Less than $40K",3,6,2679,2214,1.036,4682,81,0.841,0.826
6521,0,45,"F","Graduate","$40K - $60K",5,2,10400,1777,0.791,1105,28,0.867,0.171
2638,0,56,"M","High School","$80K - $120K",4,3,34516,0,0.846,4714,82,0.745,0
8916,0,52,"F","College","$40K - $60K",4,2,4597,1905,0.906,4932,67,0.914,0.414
8679,0,39,"M","Graduate","$40K - $60K",5,3,6690,1884,0.791,1734,39,0.625,0.282
4159,0,42,"F","Unknown","$40K - $60K",4,4,2471,1658,0.682,4406,62,0.676,0.671
7614,0,26,"M","Graduate","$40K - $60K",6,1,3290,1616,0.466,2781,54,0.35,0.491
7897,0,35,"F","Graduate","Unknown",4,1,10329,514,0.708,2461,68,0.838,0.05
7868,0,60,"F","Graduate","Unknown",1,2,3356,1664,0.862,5200,81,0.929,0.496
3255,0,44,"F","Graduate","$40K - $60K",3,4,1484,885,0.951,4819,74,0.805,0.596
7178,0,62,"F","College","Less than $40K",1,3,4049,1685,0.597,3908,80,0.702,0.416
9255,0,55,"M","College","$120K +",6,2,3515,2517,1.051,4313,72,0.8,0.716
8023,0,34,"F","Graduate","$40K - $60K",4,2,7594,1442,0.753,15026,99,0.678,0.19
926,0,41,"F","Graduate","Less than $40K",1,1,4941,1040,0.765,7631,91,0.596,0.21
2800,0,60,"F","High School","$40K - $60K",3,5,2213,829,0.639,4210,84,0.714,0.375
10108,0,43,"M","Unknown","$120K +",3,1,20695,1250,0.605,3924,82,0.783,0.06
1178,0,54,"M","Unknown","$60K - $80K",4,5,4752,1230,0.883,15678,103,0.717,0.259
7890,0,26,"F","Graduate","$40K - $60K",5,3,3930,0,0.758,2067,42,0.355,0
7658,0,39,"F","Post-Graduate","Less than $40K",5,1,2452,2423,0.778,4204,63,0.8,0.988
6018,0,35,"F","Graduate","Less than $40K",3,1,2272,604,0.987,4614,75,0.974,0.266
5951,0,46,"M","Uneducated","$60K - $80K",4,3,11117,0,0.814,3099,69,0.816,0
8495,0,35,"F","High School","Less than $40K",3,3,4549,1193,0.445,1914,33,0.5,0.262
4236,0,52,"M","Uneducated","$120K +",4,1,18096,2404,0.734,3880,68,0.478,0.133
6564,0,46,"M","Graduate","$40K - $60K",4,3,1438.3,890,1.143,2928,48,1.4,0.619
6574,1,42,"F","High School","Less than $40K",6,3,3454,0,0.862,2826,39,0.625,0
5003,0,48,"F","Unknown","Less than $40K",1,1,2876,1628,0.631,4752,80,0.739,0.566
2212,0,50,"F","Uneducated","$40K - $60K",2,1,10946,1912,0.362,2448,58,0.45,0.175
1205,0,41,"M","High School","$40K - $60K",5,4,3600,746,0.824,4184,61,0.694,0.207
3076,0,62,"M","Unknown","$40K - $60K",4,1,1438.3,0,0.425,1406,27,0.5,0
2047,0,44,"F","College","Less than $40K",3,2,2429,1687,0.766,4122,74,0.85,0.695
9901,0,45,"F","High School","$40K - $60K",3,1,1663,1112,0.588,2978,61,0.906,0.669
3123,0,40,"F","College","$40K - $60K",2,3,3144,1787,0.685,4758,67,0.558,0.568
3177,0,44,"M","High School","$60K - $80K",6,2,2675,0,0.7,4149,79,0.717,0
5879,0,42,"M","High School","$80K - $120K",4,3,21134,1508,0.505,1556,35,0.842,0.071
4620,0,37,"F","Graduate","Less than $40K",3,2,6077,1397,0.834,2837,74,0.609,0.23
2734,1,51,"F","Graduate","Less than $40K",1,4,2016,395,0.711,2473,44,0.571,0.196
6493,0,47,"F","High School","Unknown",5,1,5630,748,0.804,4904,81,0.761,0.133
4386,0,42,"M","Uneducated","$120K +",2,3,19192,1507,0.594,15615,125,0.736,0.079
976,1,50,"M","High School","$120K +",5,2,34516,399,0.726,2118,41,0.519,0.012
2342,0,30,"M","College","$60K - $80K",1,3,4192,1734,0.753,13345,106,0.893,0.414
6955,0,53,"F","College","Less than $40K",2,3,2081,1342,1.06,4428,80,0.778,0.645
2080,0,43,"F","Unknown","$40K - $60K",6,1,3186,2470,0.58,1531,37,0.233,0.775
7648,0,39,"F","High School","Less than $40K",5,3,3279,0,0.765,5048,75,0.923,0
4827,0,41,"M","Uneducated","$60K - $80K",3,1,1950,1618,0.75,3357,47,0.88,0.83
7618,1,44,"F","Uneducated","Less than $40K",2,3,3675,2517,0.766,1913,35,0.667,0.685
3115,0,50,"F","High School","Less than $40K",4,2,2974,2090,0.975,4297,88,0.833,0.703
5557,1,36,"F","Uneducated","Less than $40K",2,3,1470,458,0.543,2383,39,0.444,0.312
9592,0,58,"F","Uneducated","Less than $40K",4,4,3382,1446,0.705,4854,74,0.682,0.428
2510,0,51,"M","High School","$60K - $80K",2,3,28673,0,0.537,3722,69,0.725,0
8293,1,44,"F","Unknown","$40K - $60K",2,3,1689,0,0.202,1588,37,0.276,0
4988,1,39,"F","Uneducated","$40K - $60K",5,3,3911,0,0.897,2867,42,0.556,0
9026,0,46,"F","High School","Unknown",3,1,5869,0,0.852,5103,83,0.844,0
9465,0,31,"F","Graduate","Unknown",4,2,2488,0,1.05,4226,73,0.521,0
9155,1,59,"F","High School","$40K - $60K",5,3,1665,0,1.01,2748,40,0.333,0
9812,0,57,"M","College","$60K - $80K",5,3,6584,1817,0.62,1353,35,0.667,0.276
280,0,46,"M","College","$60K - $80K",4,2,1621,787,0.551,4719,73,0.738,0.486
2086,0,50,"M","High School","$80K - $120K",4,5,34516,0,0.732,16019,105,0.694,0
2841,0,33,"F","College","Less than $40K",6,2,9857,0,0.699,3448,103,0.635,0
8160,1,40,"M","Uneducated","$60K - $80K",3,2,6332,318,0.783,2505,43,0.536,0.05
6345,0,43,"M","Graduate","$60K - $80K",5,1,13448,0,0.667,5067,62,0.722,0
8800,1,49,"M","Graduate","$80K - $120K",3,2,3261,0,1.012,3081,50,0.667,0
7540,0,47,"F","College","Less than $40K",4,3,5950,0,0.44,4655,66,0.784,0
5010,0,38,"M","Unknown","$80K - $120K",6,2,34516,2135,0.488,3514,63,0.703,0.062
6939,0,62,"F","Unknown","$40K - $60K",6,1,4467,0,0.888,4007,74,0.542,0
6207,0,45,"F","Uneducated","Less than $40K",3,3,2859,1776,0.79,4440,79,0.756,0.621
8318,1,52,"M","High School","$120K +",2,3,34516,0,1.038,4863,56,0.474,0
7722,0,43,"F","Graduate","Less than $40K",5,3,1971,979,1.024,5446,75,0.974,0.497
1542,0,45,"M","High School","$80K - $120K",5,5,12518,1539,0.645,1165,33,0.833,0.123
9504,0,48,"M","Graduate","$80K - $120K",3,3,21374,0,0.631,4100,79,0.681,0
1250,0,45,"F","Uneducated","Less than $40K",3,2,7486,1758,0.613,4604,70,0.707,0.235
8612,1,44,"F","High School","Unknown",3,3,34516,0,0.767,2227,44,0.63,0
